ID	DOCULECT	CONCEPT	GERMAN	CONCEPTICON	CONCEPTICON_GLOSS	IDS	VALUE	FORM	TOKENS	ORIGIN	SOURCE	SOURCE_FORM	MORPHEMES	COGIDS	NOTE	ROOTIDS
1278	German	corner	die Ecke	192	CORNER	12-760	der Winkel	winkel	v ɪ ŋ k ə l	Stammwort			corner	1206		0
1279	German	cross	das Kreuz	1367	CROSS	12-770	das Kreuz	kreuz	k r ɔi ts	Entlehnung	l	crux	?	0		0
1280	German	square	das Viereck	850	SQUARE	12-780	das Viereck	viereck	f iː r + ɛ k				four corner	425 426		0
1281	German	round	rund	1395	ROUND	12-810	rund	rund	r ʊ n t/d	Entlehnung			round	209		0
1282	German	circle	der Kreis	1467	CIRCLE	12-820	der Kreis	kreis	k r ai s	Stammwort			circle	0		0
1283	German	sphere, ball	der Ball	1845	BALL	12-830	der Ball	ball	b a l	Stammwort			ball	403		0
1284	German	line	der Strich	1048	LINE	12-840	die Linie	linie	l iː n iː ə	Entlehnung			?	0		0
1285	German	line	der Strich	1048	LINE	12-840	der Strich	strich	ʃ t r ɪ ç	Stammwort			line	1053		0
1286	German	hole	das Loch	1667	HOLE	12-850	Loch	loch	l ɔ x	Stammwort			?	0		0
1287	German	like, similar	ähnlich	1558	SIMILAR	12-920	ähnlich	ähnlich	ɛː n Ø/ə l + i ç	Stammwort			!resemble /ich	0 303		0
1288	German	change	sich verändern	1264	CHANGE	12-930	verändern	verändern	f ɛ r + ɛ n d ə r + Ø/ə n				_-:prefix/ver modify _-:inf	138 0 2		0
1289	German	change	sich verändern	1264	CHANGE	12-930	wechseln	wechseln	v ɛ k s ə l + Ø/ə n				change _-:inf	1213 2		0
1290	German	change	sich verändern		!CHANGE	12-930	tauschen	tauschen	t au ʃ + ə n	Stammwort			change _-:inf	752 2		0
1291	German	zero, nothing	die Null		!NOTHING	13-0	Zero	zero	z eː r oː	E			!zero	729	rare	0
1292	German	zero, nothing	nichts		!NOTHING	13-0	nichts	nichts	n ɪ ç t + s	Stammwort			not _-:suffix/s	728 59		0
1293	German	zero, nothing	die Null	3198	NOTHING OR ZERO	13-0	die Null	null	n ʊ l	Entlehnung	l	nulla	null	730		0
1294	German	ten	eins (ein)	1493	ONE	13-100	ein	ein	ai n	S			one	153	wrong translation	0
1295	German	ten	eins (ein)	1493	ONE	13-100	eins	eins	ai n + s	Stammwort			one _-:suffix/s	153 59	wrong translation	0
1304	German	ten	zehn	1515	TEN	13-100	zehn	zehn	ts eː n	Stammwort			ten	507		0
1296	German	two	zwei	1498	TWO	13-20	zwei	zwei	ts v ai	Stammwort			two	605		zwei
1297	German	three	drei	492	THREE	13-30	drei	drei	d r ai	Stammwort			three	550		0
1298	German	four	vier	1500	FOUR	13-40	vier	vier	f iː r	Stammwort			four	425		0
1299	German	five	fünf	493	FIVE	13-50	fünf	fünf	f y n f	Stammwort			five	887		0
1300	German	six	sechs	1703	SIX	13-60	sechs	sechs	z ɛ k/ç + s	Stammwort			six _-:suffix/s	345 59		0
1301	German	seven	sieben (Zahl)	1704	SEVEN	13-70	sieben	sieben	z iː b + ə n	Stammwort			seven _-:suffix/en	270 88		0
1302	German	eight	acht	1705	EIGHT	13-80	acht	acht	a x t	Stammwort			eight	932		0
1303	German	nine	neun	1483	NINE	13-90	neun	neun	n ɔi n	Stammwort			?	0		0
1305	German	eleven	elf	1706	ELEVEN	13-101	elf	elf	ɛ l f	Stammwort			?	0		0
1306	German	twelve	zwölf	1707	TWELVE	13-102	zwölf	zwölf	ts v œ l f	Stammwort			twelve	608		zwei
1307	German	fifteen	fünfzehn	1709	FIFTEEN	13-103	fünfzehn	fünfzehn	f y n f + ts eː n				five ten	887 507		0
1308	German	twenty	zwanzig	1710	TWENTY	13-104	zwanzig	zwanzig	ts v a n + ts ɪ ç/g	Stammwort			two _-ten:suffix	599 600		zwei 0
1309	German	hundred	hundert	1634	HUNDRED	13-105	hundert	hundert	h ʊ n d ə r t	Stammwort			hundred	1113		0
1310	German	thousand	tausend	1843	THOUSAND	13-106	tausend	tausend	t au z ə n t/d	Stammwort			thousand	552		0
1311	German	count	zählen	1420	COUNT	13-107	zählen	zählen	ts ɛː l + ə n	Stammwort			count _-:inf	510 2		0
1312	German	every, all	jeder, alle	98	ALL	13-140	jeder	jeder	j eː d + ə r	Stammwort			each _-:n.m/er	0 300		0
1313	German	every, all	jeder, alle	98	ALL	13-140	all	all	a l	Stammwort			all	544		0
1314	German	every, all	jeder, alle	98	ALL	13-140	alle	alle	a l + ə				all _-:decl.pl/e	544 24		0
1315	German	much, many	viel (zählbar)	1198	MANY	13-150	viel	viel	f iː l	Stammwort			much	422		0
1316	German	more	mehr	1992	MORE	13-160	mehr	mehr	m eː r	Stammwort			more	0		0
1317	German	little (quantity), few	wenig	1242	FEW	13-170	wenig	wenig	v eː n ɪ ç/g	Stammwort			little	1198		0
1318	German	enough	genug	1881	ENOUGH	13-180	genug	genug	g ə + n uː k/g	Stammwort			_-:prefix/ge ?	139 ?		0
1319	German	some	einige	1241	SOME	13-181	einige	einige	ai n + ɪ g + ə	Stammwort			one _-:suffix/ig _-:plural/e	153 156 308		0
1320	German	multitude, crowd	die Menge	2023	CROWD	13-190	die Menge	menge	m ɛ ŋ + ə	Stammwort			crowd _-:suffix.f.s/e	0 91		0
1321	German	multitude, crowd	die Menge	2023	CROWD	13-190	das Gedränge	gedränge	g ə + d r ɛ ŋ + ə				_-:prefix/ge crowd _-:suffix.n.s/e	139 786 1244		0
1322	German	full	voll	1429	FULL	13-210	voll	voll	f ɔ l	Stammwort			full	998		0
1323	German	empty	leer	1624	EMPTY	13-220	leer	leer	l eː r	Stammwort			?	0		0
1324	German	part, piece	das Stück	779	PART	13-230	Teil	teil	t ai l	Stammwort			part/Teil	302		0
1325	German	part, piece	das Stück	779	PART	13-230	Stück	stück	ʃ t y k	Stammwort			piece	364		0
1326	German	half	halb	816	HALF	13-240	halb	halb	h a l p/b	Stammwort			half	141	! halb und Hälfte auch verwand aber nicht linear	0
1327	German	half	die Hälfte	816	HALF	13-240	Hälfte	hälfte	h ɛ l f + t ə	Stammwort			half _-:suffix/te	1091 1176	! halb und Hälfte auch verwand aber nicht linear	0
1328	German	alone, only	einziger, einzige, einziges	1580	ONLY	13-330	allein	allein	a l + ai n	Stammwort			all one	544 153		0
1329	German	alone, only	einziger, einzige, einziges	1580	ONLY	13-330	einzig	einzig	ai n ts/Ø + ɪ ç/g	Stammwort			one /ig	153 0		0
1330	German	alone, only	einziger, einzige, einziges	1580	ONLY	13-330	nur	nur	n uː r	Stammwort			only	538		0
1331	German	alone, only	einziger, einzige, einziges	1580	ONLY	13-330	bloß	bloss	b l oː s				only	539		0
1332	German	first	erster	728	FIRST	13-340	erster	erster	eː r s + t ə r				first _-:n.m/ter	951 520		0
1333	German	last	letzter	1529	LAST (FINAL)	13-350	letzter	letzter	l ɛ ts t + ə r				last _-:suffix/er	0 100		0
1334	German	second	zweiter	1384	SECOND	13-360	zweiter	zweiter	ts v ai + t ə r	Stammwort			two _-:n.m/ter	736 520		0
1335	German	pair	das Paar	1888	PAIR	13-370	ein paar	ein paar	ai n + p aː r				one pair	153 179		0
1336	German	pair	das Paar	1888	PAIR	13-370	das Paar	paar	p aː r	Entlehnung			pair	179		0
1337	German	two times	zwei mal	1546	TWICE	13-380	zwei mal	zwei mal	ts v ai + m aː l	S			two time	605 30		zwei 0
1338	German	third	dritter	1859	THIRD	13-420	dritter	dritter	d r ɪ + t ə r	Stammwort			*third _-:n.m/ter	519 520	not easy to etymologize with «drei»	0
1339	German	three times	drei mal	417	THREE TIMES	13-440	drei mal	dreimal	d r ai + m aː l	S S			three time	550 30		0
1340	German	time	die Zeit	892	TIME	14-110	die Zeit	zeit	ts ai t	Stammwort			time	559		0
1341	German	time	die kurze Zeit		!SHORT TIME	14-110	die Weile	weile	v ai l + ə	Stammwort			at_times _-:suffix.f.s/e	565 91	specific	0
1342	German	age	das Alter	1789	AGE	14-120	das Alter	alter	a l t + ə r	Stammwort			old _-:suffix/er	173 100		0
1343	German	new	neu	1231	NEW	14-130	neu	neu	n ɔi	Stammwort			?	0		0
1344	German	young	jung	1207	YOUNG	14-140	jung	jung	j ʊ ŋ	Stammwort			young	721		0
1345	German	old	alt	1229	OLD	14-150	alt	alt	a l t	Entlehnung	it	alto	old	173		0
1346	German	early	früh	672	EARLY	14-160	früh	früh	f r yː	Stammwort			early	422		0
1347	German	late	spät	477	LATE	14-170	spät	spät	ʃ p ɛː t	Stammwort			late	102		0
1348	German	now	jetzt	1376	NOW	14-180	jetzt	jetzt	j ɛ ts + t	Stammwort			now _-:suffix/t	0 332		0
1349	German	now	jetzt	1376	NOW	14-180	nun	nun	n uː n	Stammwort			now	0		0
1350	German	immediately	sofort	1963	IMMEDIATELY	14-190	bald	bald	b a l d/t	Stammwort			soon	384		0
1351	German	immediately	sofort	1963	IMMEDIATELY	14-190	sofort	sofort	z oː + f ɔ r t	Stammwort			thus away	347 592		0
1352	German	immediately	sofort	1963	IMMEDIATELY	14-190	sogleich	sogleich	z oː + g l ai ç	Stammwort			thus equal	347 886		0
1353	German	swift, fast, quick	schnell	1631	FAST	14-210	schnell	schnell	ʃ n ɛ l	Stammwort			fast	486		0
1354	German	swift, fast, quick	schnell	1631	FAST	14-210	rasch	rasch	r a ʃ	onomastische Bildung			fast	488	rare	0
1355	German	swift, fast, quick	schnell	1631	FAST	14-210	geschwind	geschwind	g ə + ʃ v ɪ n t/d	Stammwort			_-:prefix/ge fast	139 489	rare	0
1356	German	slow	langsam	701	SLOW	14-220	langsam	langsam	l a ŋ + z aː m	Stammwort			long _-:suffix/sam	158 360		0
1357	German	hasten, hurry	sich beeilen	754	HURRY	14-230	eilen	eilen	ai l + ə n				hurry _-:inf	126 2		0
1358	German	hasten, hurry	sich beeilen	754	HURRY	14-230	sich beeilen	sich beeilen	b ə + ai l + ə n				_-:prefix/be hurry _-:inf	140 126 2		0
1359	German	retard, delay	zögern		!HESITATE	14-240	zögern	zögern	ts øː g ə r + Ø/ə n	Stammwort			hesitate _-:inf	724 2		0
1360	German	retard, delay	sich verspäten	425	BE LATE	14-240	sich verspäten	sich verspäten	z ɪ ç + f ɛ r + ʃ p ɛː t + ə n				self _-:prefix/ver late _-:inf	147 138 102 2		0
1361	German	begin, beginning	anfangen	3447	BEGIN OR START	14-250	anfangen	anfangen	a n + f a ŋ + ə n	Stammwort			_-on:prefix/an catch _-:inf	142 152 2		0
1362	German	begin, beginning	beginnen	3447	BEGIN OR START	14-250	beginnen	beginnen	b ə + g ɪ n + ə n	Stammwort			_-:prefix/be start _-:inf	140 1166 2		0
1363	German	begin, beginning	der Anfang	3447	BEGIN OR START	14-250	der Anfang	anfang	a n + f a ŋ				_-on:prefix/an catch	142 152		0
1364	German	last, endure	dauern	1186	LAST (ENDURE)	14-252	dauern	dauern	d au ə r + Ø/ə n				endure _-:inf	775 2		0
1365	German	last, endure	dauern	1186	LAST (ENDURE)	14-252	währen	währen	v ɛː r + ə n 	Stammwort			endure _-:inf	1208 2	old	0
1366	German	end (temporal)	das Ende (der Zeit)	743	END (OF TIME)	14-260	das Ende	ende	ɛ n d + ə	Stammwort			? _-:suffix.n.s/e	0 1244		0
1367	German	end (temporal)	das Ende (der Zeit)	743	END (OF TIME)	14-260	der Schluss	schluss	ʃ l ʊ s				end-temporal	1031		0
1368	German	finish	beenden (aufhören)	1766	FINISH	14-270	aufhören	aufhören	au f + h øː r + ə n				_-on:prefix/auf hear _-:inf	143 133 2		0
1369	German	finish	beenden (aufhören)	1766	FINISH	14-270	beenden	beenden	b ə + ɛ n d + ə n				_-:prefix/be end:V _-:inf	140 2 2		0
1370	German	cease, stop	aufhören	1928	CEASE	14-280	aufhören	aufhören	au f + h øː r + ə n	Stammwort			_-on:prefix/auf hear _-:inf	143 133 2		0
1371	German	ready	fertig	790	READY	14-290	bereit	bereit	b ə + r ai t	Stammwort			_-:prefix/be put-in-order	140 889		0
1372	German	ready	fertig	790	READY	14-290	fertig	fertig	f ɛ r t ɪ ç/g	Stammwort			finish	975		0
1373	German	always	immer	1676	ALWAYS	14-310	immer	immer	ɪ m ə r	Stammwort			always	542		0
1374	German	always	immer	1676	ALWAYS	14-310	stets	stets	ʃ t eː t + s				always _-:suffix/s	541 59		0
1375	German	often	oft	1852	OFTEN	14-320	oft	oft	ɔ f t	Stammwort			?	0		0
1376	German	often	oft	1852	OFTEN	14-320	häufig	häufig	h ɔi/auf f + ɪ ç/g	Stammwort			heap _-:suffix/ig	316 156		0
1377	German	sometimes	manchmal	1544	SOMETIMES	14-330	zuweilen	zuweilen	ts uː + v ai l + ə n	Stammwort			_-:prefix/zu at_times _-:suffix/en	52 565 88	rare	0
1378	German	sometimes	manchmal	1544	SOMETIMES	14-330	bisweilen	bisweilen	b ɪ s + v ai l + ə n	Stammwort			_until at_times _-:suffix/en	385 565 88	rare	0
1379	German	sometimes	manchmal	1544	SOMETIMES	14-330	manchmal	manchmal	m a n ç + m aː l				some time	380 30		0
1380	German	soon	bald	703	SOON	14-331	bald	bald	b a l t/d	Stammwort			soon	384		0
1381	German	long-time (for a)	lange (zeitlich)	418	FOR A LONG TIME	14-332	lange	lange	l a ŋ + ə				long _-:suffix.adv/e	158 1248		0
1382	German	never	nie	1656	NEVER	14-340	nie	nie	n iː	Stammwort			never	169		0
1383	German	never	nie	1656	NEVER	14-340	niemals	niemals	n iː + m aː l + s				never time _-:suffix/s	169 30 59		0
1384	German	never	nie	1656	NEVER	14-340	nimmer	nimmer	n ɪ m ə r	Stammwort			?	0	old	0
1385	German	again	wieder	204	AGAIN	14-350	wieder	wieder	v iː d ə r				again	533		0
1386	German	again	wieder	204	AGAIN	14-350	noch mal	nochmal	n ɔ x + m aː l				other time	534 30		0
1387	German	again	wieder	204	AGAIN	14-350	abermals	abermals	aː b ə r + m aː l + s	Stammwort			other time _-:suffix/s	645 30 59		0
1388	German	day	der Tag	1225	DAY (NOT NIGHT)	14-410	der Tag	tag	t aː k/g	Stammwort			day	594		0
1389	German	night	die Nacht	1233	NIGHT	14-420	die Nacht	nacht	n a x t	Stammwort			?	0		0
1390	German	dawn	der Tagesanbruch	729	DAWN	14-430	das Morgenrot	morgenrot	m ɔ r g ə n + r oː t				morning red	40 41		0
1391	German	dawn	der Tagesanbruch	729	DAWN	14-430	die Morgenröte	morgenröte	m ɔ r g ə n + r øː/oː t + ə				morning red _-:suffix.f.s/e	40 41 91		0
1392	German	dawn	der Tagesanbruch	729	DAWN	14-430	der Tagesanbruch	tagesanbruch	t aː g + ə s + a n + b r ʊ/ɛ x/ç				day _-:gen/es _-on:prefix/an break	594 876 142 296		0
1393	German	dawn	der Tagesanbruch	729	DAWN	14-430	die Morgendämmerung	morgendämmerung	m ɔ r g + ə n + d ɛ m ə r + ʊ ŋ				morning _-:suffix.m.s/en dawn _-:suffix/ung	0 922 72 58		0
1394	German	dawn	der Tagesanbruch	729	DAWN	14-430	die Dämmerung	dämmerung	d ɛ m ə r + ʊ ŋ				dawn _-:suffix/ung	72 58		0
1395	German	morning	der Morgen	1339	MORNING	14-440	Morgen	morgen	m ɔ r g + ə n	Stammwort			morning _-:suffix.m.s/en	40 922		0
1396	German	noon, midday	der Mittag	12	MIDDAY	14-450	der Mittag	mittag	m ɪ Ø/t + t aː k/g	Stammwort			middle day	0 594		0
1397	German	afternoon	der Nachmittag	1807	AFTERNOON	14-451	der Nachmittag	nachmittag	n aː x + m i t + t aː k/g	S S			after middle day	527 528 594		0
1398	German	evening	der Abend	1629	EVENING	14-460	der Abend	abend	aː b ə n d/t	Stammwort			evening	470		0
1399	German	today	heute	1283	TODAY	14-470	heute	heute	h ɔi t + ə	Stammwort			today _-:suffix.f.s/e	1073 91		0
1400	German	tomorrow	morgen (Adverb)	1329	TOMORROW	14-480	morgen	morgen	m ɔ r g ə n	Stammwort			morning	40		0
1401	German	day-after-tomorrow	übermorgen	1179	DAY AFTER TOMORROW	14-481	übermorgen	übermorgen	yː b ə r + m ɔ r g + ə n				/en _-:inf _-:suffix.m.s/en	55 0 922		0
1402	German	yesterday	gestern	1174	YESTERDAY	14-490	gestern	gestern	g ɛ s t ə r + n	Stammwort			yesterday _-:infix/n	717 543		0
1403	German	day-before-yesterday	vorgestern	1180	DAY BEFORE YESTERDAY	14-491	vorgestern	vorgestern	f oː r + g ɛ s t ə r + n				_before yesterday _-:infix/n	402 717 543		0
1404	German	hour	die Stunde	1353	HOUR	14-510	die Stunde	stunde	ʃ t ʊ n d + ə	Entlehnung			hour _-:suffix.f.s/e	1058 91		0
1405	German	hour	die Uhr	1353	!HOUR	14-510	die Uhr	uhr	uː r	Entlehnung			?	0		0
1406	German	clock, timepiece	die Uhr	1323	CLOCK	14-530	die Uhr	uhr	uː r	Entlehnung			?	0		0
1407	German	week	die Woche	1469	WEEK	14-610	die Woche	woche	v ɔ x + ə	Stammwort			week _-:suffix.f.s/e	654 91		0
1408	German	Sunday	der Sonntag	1699	SUNDAY	14-620	der Sonntag	sonntag	z ɔ n + t aː k/g	Stammwort			sun day	469 594		0
1409	German	Monday	der Montag	1697	MONDAY	14-630	Montag	montag	m oː n Ø/d + t aː k/g	Stammwort			moon day	164 594		0
1410	German	Tuesday	der Dienstag	1695	TUESDAY	14-640	der Dienstag	dienstag	d iː n s + t aː k/g	Stammwort			tuesday day	591 594		0
1411	German	Wednesday	der Mittwoch	1694	WEDNESDAY	14-650	der Mittwoch	mittwoch	m ɪ t + v ɔ x	Stammwort			middle week	655 654		0
1412	German	Thursday	der Donnerstag	1693	THURSDAY	14-660	Donnerstag	donnerstag	d ɔ n ə r + s + t aː k/g	onomastische Bildung			thunder _-:infix/s day	560 333 594		0
1413	German	Friday	der Freitag	1692	FRIDAY	14-670	der Freitag	freitag	f r ai + t aː k/g	Stammwort			free day	109 594		0
1414	German	Saturday	der Samstag	1700	SATURDAY	14-680	der Samstag	samstag	z a m + s + t aː k/g	Entlehnung	l	sabbatum	Saturday _-:infix/s day	232 333 594		0
1415	German	Saturday	der Samstag	1700	SATURDAY	14-680	der Sonnabend	sonnabend	z ɔ n + aː b ə n t/d	Stammwort			sun evening	469 470		0
1416	German	month	der Monat	1370	MONTH	14-710	Monat	monat	m oː n a t	Stammwort			month	0		0
1417	German	year	das Jahr	1226	YEAR	14-730	Jahr	jahr	j aː r	Stammwort			year	715		0
1418	German	winter	der Winter	1471	WINTER	14-740	der Winter	winter	v ɪ n t ə r	Stammwort			winter	690		0
1419	German	spring	der Frühling	1537	SPRINGTIME	14-750	der Frühling	frühling	f r yː + l ɪ ŋ	Stammwort			early _-:suffix/ling	422 604		0
1420	German	summer	der Sommer	1342	SUMMER	14-760	der Sommer	sommer	z ɔ m ə r	Stammwort			summer	956		0
1421	German	autumn	der Herbst	1276	AUTUMN	14-770	der Herbst	herbst	h ɛ r p/b s t	Stammwort			autumn	1098		0
1422	German	season	die Jahreszeit	691	SEASON	14-780	die Jahreszeit	jahreszeit	j aː r + ə s + ts ai t				year :genitive/es time	258 ? 559		0
1423	German	smell (vb intrans)	stinken	1587	SMELL (STINK)	15-210	stinken	stinken	ʃ t ɪ ŋ k + ə n	Stammwort			stink _-:inf	442 2		0
1424	German	sniff	schnüffeln	375	SNIFF	15-212	schnüffeln	schnüffeln	ʃ n y f + ə l + Ø/ə n	Stammwort			sniff _-:dim/el _-:inf	373 796 2		0
1425	German	smell (vb trans)	riechen	1586	SMELL (PERCEIVE)	15-220	riechen	riechen	r iː ç + ə n	Stammwort			smell _-:inf	107 2		0
1426	German	fragrant, good smelling	wohlriechend	376	FRAGRANT	15-250	wohlriechend	wohlriechend	v oː l + r iː ç + ə n + t/d				well smell _-:inf _-:pt.pr/d	1192 107 2 157		0
1427	German	fragrant, good smelling	wohlriechend	376	FRAGRANT	15-250	wohlriechend	duftend	d ʊ f t + ə n + t/d				fragrant _-:inf _-:pt.pr/d	949 2 157		0
1428	German	stinking, bad smelling	stinkend	42	STINKING	15-260	stinkend	stinkend	ʃ t ɪ ŋ k + ə n + t/d				stink _-:inf _-:pt.pr/d	442 2 157		0
1429	German	taste	schmecken	21	TASTE (SOMETHING)	15-310	schmecken	schmecken	ʃ m ɛ k + ə n	Stammwort			taste _-:inf	499 2		0
1430	German	taste	schmecken	21	TASTE (SOMETHING)	15-310	kosten	kosten	k ɔ s t + ə n	Entlehnung			taste _-:inf	501 2	specific	0
1431	German	taste	der Geschmack		!TASTE	15-310	der Geschmack	geschmack	g ə + ʃ m a/ɛ k	Stammwort			_-:prefix/ge taste	139 499		0
1432	German	sweet	süß	717	SWEET	15-350	süß	süss	z yː s	S			sweet	484		0
1433	German	salty	salzig	1091	SALTY	15-360	salzig	salzig	z a l ts + ɪ ç/g				salt _-:suffix/ig	219 156		0
1434	German	bitter	bitter	887	BITTER	15-370	bitter	bitter	b ɪ t ə r	Stammwort			bitter	859		0
1435	German	acid, sour	sauer	1906	SOUR	15-380	sauer	sauer	z au ə r	Stammwort			sour	240		0
1436	German	brackish	brackig	70	BRACKISH	15-390	brackig	brackig	b r a k + ɪ ç/g	S			brackish _-:suffix/ig	329 156		0
1437	German	hear	hören	1408	HEAR	15-410	hören	hören	h øː r + ə n	Stammwort			hear _-:inf	133 2		0
1438	German	listen	zuhören	1608	LISTEN	15-420	horchen	horchen	h ɔ r ç + ə n	Stammwort			hear/horch _-:inf	1070 2	old	0
1439	German	listen	zuhören	1608	LISTEN	15-420	lauschen	lauschen	l au ʃ + ə n	Stammwort			hear/lausch _-:inf	0 2	specific	0
1440	German	listen	zuhören	1608	LISTEN	15-420	hören	hören	h øː r + ə n	Stammwort			hear _-:inf	133 2		0
1441	German	sound, noise	das Geräusch	1811	SOUND OR NOISE	15-440	der Laut	laut	l au t	Stammwort			sound/Laut	390		0
1442	German	sound, noise	das Geräusch	1811	SOUND OR NOISE	15-440	das Geräusch	geräusch	g ə + r ɔi/au ʃ				_-:prefix/ge sound	139 391		0
1443	German	loud	laut	377	LOUD	15-450	laut	laut	l au t	Stammwort			laut	0		0
1444	German	quiet, silence	ruhig	258	CALM	15-460	ruhig	ruhig	r uː + ɪ ç/g				quiet _-:suffix/ig	315 156		0
1445	German	quiet, silence	still	1314	SILENT	15-460	still	still	ʃ t ɪ l	Stammwort			silent	1048		0
1446	German	see	sehen	1409	SEE	15-510	sehen	sehen	z eː + ə n	Stammwort			see _-:inf	261 2		0
1447	German	look, look at	schauen	1819	LOOK	15-520	schauen	schauen	ʃ au + ə n	Stammwort			look _-:inf	1022 2		0
1448	German	look, look at	schauen	1819	LOOK	15-520	blicken	blicken	b l ɪ k + ə n				look:N _-:inf	862 2		0
1449	German	look, look at	ansehen	1819	LOOK	15-520	ansehen	ansehen	a n + z eː + ə n	Stammwort			_-on:prefix/an see _-:inf	142 261 2		0
1450	German	show	zeigen	1039	SHOW	15-550	zeigen	zeigen	ts ai g + ə n	Stammwort			show _-:inf	291 2		0
1451	German	shine	scheinen (leuchten)	708	SHINE	15-560	scheinen	scheinen	ʃ ai n + ə n	Stammwort			shine _-:inf	259 2		0
1452	German	shine	scheinen (leuchten)	708	SHINE	15-560	leuchten	leuchten	l ɔi/ɪ ç t + ə n	Stammwort			light _-:inf	0 2		0
1453	German	bright	hell	679	BRIGHT	15-570	hell	hell	h ɛ l	Stammwort			bright	659		0
1454	German	bright	hell	679	BRIGHT	15-570	glänzend	glänzend	g l ɛ n ts + ə n + t/d				shine _-:suffix/en _-:pt.pr/d	1163 88 157		0
1455	German	color	die Farbe	1613	COLOR	15-610	Farbe	farbe	f a r b + ə	Stammwort			color _-:suffix.f.s/e	961 91		0
1456	German	light (in color)	hell	250	LIGHT (COLOR)	15-620	hell	hell	h ɛ l	Stammwort			bright	659		0
1457	German	dark (in color)	dunkel	706	DARK	15-630	dunkel	dunkel	d ʊ ŋ k ə l	Stammwort			dark	68		0
1458	German	white	weiß	1335	WHITE	15-640	weiß	weiß	v ai s				white	673		0
1459	German	black	schwarz	163	BLACK	15-650	schwarz	schwarz	ʃ v a r ts	Stammwort			black	901		0
1460	German	red	rot	156	RED	15-660	rot	rot	r oː t	Stammwort			red	41		0
1461	German	blue	blau	837	BLUE	15-670	blau	blau	b l au	Stammwort			blue	861		0
1462	German	green	green	1425	GREEN	15-680	grün	grün	g r yː n	Stammwort			green	304		0
1463	German	yellow	gelb	1424	YELLOW	15-690	gelb	gelb	g ɛ l p/b	Stammwort			yellow	716		0
